,fire_name,fire_size,fire_size_class,stat_cause_descr,fips_name,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,remoteness,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
0,,10.0,C,Missing/Undefined,,18.105072,-66.75304399999999,PR,2007-02-11,,Feb,,,,2007-01-12,2007,Jan,785140,58917.697158114606,11603,1945,2018,12,1.0,785140-11603-2007.gz,58750.890365513114,24.480974124809737,24.716923076923074,24.902597402597397,24.527960526315766,4.341807044410369,3.4928571428571478,3.2620915032679774,3.2504132231404825,78.2165898617512,76.79374999999995,76.38157894736838,78.72436974789923,0.0,0.0,0.0,0.0
1,,3.0,B,Arson,Wayne,35.03832998,-87.60999999,TN,2006-12-11,,Dec,,,,2006-11-11,2006,Nov,723235,32665.343266970238,13896,1978,2020,15,0.1,723235-13896-2006.gz,68300.57580490853,7.553433476394869,7.010000000000004,0.3435294117647059,10.448297604035291,2.709763948497827,2.8817073170731713,1.9764705882352958,2.122320302648168,70.83999999999992,65.85891089108917,55.50588235294118,81.68267831149927,59.8,8.4,0.0,86.80000000000001
2,,60.0,C,Arson,,34.9478,-88.7225,MS,2004-02-29,,Feb,,,,2004-01-30,2004,Jan,723235,105122.14953598082,13896,1978,2020,16,1.0,723235-13896-2004.gz,68885.18580554001,4.9719298245614105,5.782765957446808,5.558750000000003,13.696600234466587,3.3644994840040914,2.9238297872340375,2.6958333333333386,3.3690504103164907,75.5316285329745,75.86861313868613,76.81283422459897,65.06380027739249,168.8,42.2,18.1,124.49999999999999
3,WNA  1,1.0,B,Debris Burning,Washoe,39.6414,-119.3083,NV,2005-06-06,2005-06-06,Jun,2005-06-06 02:14:00,2005-06-06 18:00:00,0 days 00:00:00.000000000,2005-05-07,2005,May,724880,43433.32977652793,23185,1942,2020,0,0.1,724880-23185-2005.gz,85691.73638649996,16.275967174677625,18.99618138424823,18.14256410256409,0.0,4.054982415005828,3.398329355608588,3.6712820512820556,0.0,44.77842907385697,37.14081145584728,35.35384615384617,0.0,10.4,7.2,0.0,0.0
4,,2.0,B,Miscellaneous,,30.7006,-90.5914,LA,1999-09-22,,Sep,,,,1999-08-23,1999,Aug,722312,25940.574092480285,3908,1987,2016,12,0.1,File Not Found,70037.89835336996,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,,1.0,B,Debris Burning,,32.0639,-82.4178,GA,1999-03-22,,Mar,,,,1999-02-20,1999,Feb,722691,53847.19792413834,366,1942,2020,12,0.1,File Not Found,65735.0560232,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,,5.2,B,Debris Burning,Berrien,31.31697802,-83.39364888,GA,2009-01-10,,Jan,,,,2008-12-11,2008,Dec,747810,42972.940284054035,99999,2006,2020,12,0.1,747810-13857-2008.gz,66266.42376346655,14.87734095782702,16.409326424870468,0.0,0.0,2.0002144388848926,1.7272020725388655,0.0,0.0,79.89667896678961,73.43181818181819,0.0,0.0,26.0,0.0,0.0,0.0
7,,1.0,B,Campfire,Newton,30.90472001,-93.55749999,TX,2005-11-12,,Nov,,,,2005-10-13,2005,Oct,722820,64017.11753886572,99999,1984,2020,12,0.1,722820-99999-2005.gz,71602.08347948497,16.85193889541714,16.997782705099794,20.434782608695656,11.985559566787003,1.3312573443008238,1.4729490022173004,1.4247826086956525,2.1488567990372833,72.89947780678845,75.06138107416875,77.92462311557784,70.73291139240499,28.400000000000002,27.500000000000004,1.2,55.4
8,,1.0,B,Arson,Stone,35.90031,-92.06118,AR,2007-08-08,,Aug,,,,2007-07-09,2007,Jul,723448,42133.15187096773,53934,1973,2020,15,0.1,723448-53934-2007.gz,70611.48580540848,26.65524060646013,27.26486988847584,28.968063872255488,28.682687591956842,1.7680738786279417,1.7052973977695045,1.8279441117764543,2.103089749877369,68.31902245706746,67.57541899441344,65.07784431137725,60.19685812469318,6.6,3.3,0.0,46.4
9,CRAZY,1.0,B,Miscellaneous,,48.8394,-99.7185,ND,2004-04-19,2004-04-19,Apr,2004-04-19 20:30:00,2004-04-19 22:30:00,0 days 00:00:00.000000000,2004-03-20,2004,Mar,727675,129109.88138305873,99999,1936,2020,15,0.1,727675-99999-2004.gz,74458.93606945999,4.60095011876485,6.861878453038674,6.053333333333334,0.0,6.380760095011844,6.334254143646409,6.645333333333335,0.0,64.6065088757396,55.943037974683556,54.337837837837846,0.0,12.3,1.8,0.0,0.0
10,,8.3,B,Debris Burning,Lowndes,30.84533929,-83.12798679,GA,2010-03-06,,Mar,,,,2010-02-04,2010,Feb,722166,14990.341798098538,99999,2006,2020,12,0.1,722166-93845-2010.gz,66150.77781818555,8.410982658959549,9.007192575406044,8.20899999999999,14.328047464940678,1.9886705202312003,1.7450116009280814,2.2245000000000066,1.7507011866235072,71.26086956521738,69.28103044496491,64.79797979797985,73.07207207207195,76.3,26.200000000000003,8.4,40.5
11,SWR-20150212-008,37.0,C,Arson,Washington,31.195108,-88.150651,AL,2015-02-12,2015-02-12,Feb,,,0 days 00:00:00.000000000,2015-01-13,2015,Jan,998196,56031.33313205594,99999,2008,2020,12,1.0,File Not Found,68734.82771982347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12,,1.0,B,Debris Burning,Haralson,33.85573991,-85.31107517,GA,2003-10-13,,Oct,,,,2003-09-13,2003,Sep,723200,56414.2099941487,99999,1990,2020,16,0.1,723200-93801-2003.gz,67150.68367325795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,,1.0,B,Fireworks,Natchitoches,31.76738,-93.14687,LA,2014-07-06,,Jul,2014-07-06 16:54:00,,,2014-06-06,2014,Jun,722319,5852.660167984574,99999,1942,2020,12,0.1,722319-53943-2014.gz,71346.04112455128,26.384492924528193,26.06816720257243,26.519047619047623,26.927302631578854,1.7716391509433693,1.6297427652733203,2.019047619047621,1.3821820175438395,79.94001199760052,79.94212218649518,67.63095238095241,76.70679182771933,62.79999999999999,4.3,0.0,56.199999999999996
14,,3.0,B,Missing/Undefined,Colleton,32.775,-80.65833333,SC,1993-05-12,1993-05-12,May,,1993-05-12 11:43:00,0 days 00:00:00.000000000,1993-04-12,1993,Apr,722083,58617.397963351934,99999,1945,2020,12,0.1,File Not Found,64809.799667002575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15,ROLSTON,1.0,B,Missing/Undefined,,33.98860931,-103.13527679,NM,1996-02-12,,Feb,,,,1996-01-13,1996,Jan,722686,46845.65518920825,99999,1973,2010,16,0.1,722686-23008-1996.gz,76676.10601054384,3.523045267489704,2.5363636363636397,8.913095238095234,8.396809986130387,6.245931034482733,6.014404432132942,5.798795180722902,6.062726008344892,38.712707182320486,45.18005540166203,40.493975903614434,33.5376044568245,10.0,8.0,0.0,0.0
16,TREE HOUSE LIGHTER,1.5,B,Children,,36.0833,-78.9167,NC,2001-04-16,,Apr,,,,2001-03-17,2001,Mar,722193,23185.423324032607,3722,1973,2020,0,0.1,File Not Found,63806.66044492999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17,,1.0,B,Miscellaneous,,36.1647,-91.8397,AR,2000-08-30,,Aug,,,,2000-07-31,2000,Jul,999999,38612.03966189684,23904,1945,2004,0,0.1,999999-94818-2000.gz,70485.15205992997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,,1.0,B,Missing/Undefined,Chatham,35.73848,-79.49695,NC,2007-02-22,,Feb,,,,2007-01-23,2007,Jan,723174,34279.81158026565,93783,2006,2020,15,0.1,723174-93783-2007.gz,64111.2024732829,2.207439024390244,2.713567839195981,2.7745562130177506,9.931642512077302,2.9680981595091755,3.1869346733668333,3.5059171597633183,3.0075242718446376,51.06973684210532,46.70879120879125,48.40236686390533,54.83645443196007,49.0,39.9,0.0,90.2
19,,10.0,C,Arson,,31.5667,-90.5089,MS,2000-07-14,,Jul,2000-07-14 11:46:00,,,2000-06-14,2000,Jun,722355,84071.82573578387,93999,1942,2020,12,1.0,File Not Found,69956.69640704997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,,2.0,B,Missing/Undefined,,18.130913,-66.472954,PR,2007-02-28,,Feb,,,,2007-01-29,2007,Jan,785265,53612.004302756715,494,1945,2018,12,0.1,File Not Found,58614.797682450684,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21,TELEPHONE FIRE,5.0,B,Debris Burning,Fannin,33.779575,-96.025915,TX,2010-12-18,,Dec,,,,2010-11-18,2010,Nov,742513,38613.871702849545,99999,2006,2020,16,0.1,742513-53937-2010.gz,72806.55703428284,9.156936011209712,6.582005623242734,6.55804480651731,7.833999999999993,4.2517515179823695,4.165323336457326,5.0250509164969115,4.461399999999958,62.304326450344085,60.116883116883066,53.78222222222222,70.16266375545848,0.0,0.0,0.0,0.0
22,,2.0,B,Miscellaneous,Suffolk,40.84338552,-73.31641886,NY,2004-04-18,2004-04-18,Apr,2004-04-18 14:44:00,2004-04-18 14:44:00,0 days 00:00:00.000000000,2004-03-19,2004,Mar,725039,13776.227833702505,99999,1973,2020,15,0.1,File Not Found,60877.640631493545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23,,2.0,B,Debris Burning,,33.4583,-80.4464,SC,2000-07-17,,Jul,,,,2000-06-17,2000,Jun,723107,26270.6196016856,371,1979,2005,16,0.1,File Not Found,64675.24536019999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24,,40.0,C,Arson,Jones,31.43518075,-88.99948898,MS,1999-04-03,1999-04-03,Apr,1999-04-03 16:43:00,1999-04-03 19:12:00,0 days 00:00:00.000000000,1999-03-04,1999,Mar,722348,31896.505988368397,53808,1973,2020,12,1.0,722348-99999-1999.gz,69168.74453138212,13.46861924686193,15.067226890756302,15.604790419161677,0.0,2.038268156424568,1.7379213483146125,1.775903614457831,0.0,57.997206703910614,56.747191011235955,59.6144578313253,0.0,0.0,0.0,0.0,0.0
25,,5.0,B,Missing/Undefined,,17.988879999999995,-67.04791999999999,PR,2011-01-07,,Jan,,,,2010-12-08,2010,Dec,785140,56999.70649718617,11603,1945,2018,12,0.1,785140-11603-2010.gz,58900.54293347079,25.154061624649867,24.426356589147282,24.933333333333334,0.0,4.524929971988798,5.082170542635659,7.506666666666666,0.0,70.60795454545452,66.39062499999999,65.78571428571429,0.0,0.0,0.0,0.0,0.0
26,STO3573155,2.0,B,Debris Burning,Stone,35.7189,-92.335,AR,2014-01-19,2014-01-19,Jan,2014-01-19 11:58:00,2014-01-19 13:02:00,0 days 00:00:00.000000000,2013-12-20,2013,Dec,720401,16806.87914169905,99999,2007,2020,15,0.1,720401-00133-2013.gz,70762.98535156,3.4906976744186062,0.0,0.0,0.0,1.3474418604651162,0.0,0.0,0.0,76.09139784946233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,,1.5,B,Missing/Undefined,Lexington,33.9375,-81.30416667,SC,1995-04-01,1995-04-01,Apr,,,0 days 00:00:00.000000000,1995-03-02,1995,Mar,723100,17218.335285648685,13883,1973,2020,16,0.1,723100-13883-1995.gz,65092.588903723954,14.403194444444447,16.88055555555554,15.444642857142853,0.0,2.85694444444443,3.2094444444444448,2.4791666666666696,0.0,60.91944444444449,54.71666666666667,55.31547619047619,0.0,132.99999999999997,0.0,0.0,0.0
28,,1.0,B,Miscellaneous,Livingston,42.73193374,-77.90597641,NY,2010-04-03,,Apr,,,,2010-03-04,2010,Mar,724988,23874.81037075005,99999,2006,2020,4,0.1,724988-94704-2010.gz,63118.84507657374,5.181472957422332,6.0036093418259036,7.773429951690824,11.375329341317387,3.0116359447004295,3.2216560509554064,3.7449275362318923,2.8727710843373275,68.64055299539172,69.55626326963908,63.96618357487917,59.95679796696315,52.9,38.4,2.3,30.5
29,,20.0,C,Arson,,31.1222,-88.0994,AL,2000-06-04,,Jun,,,,2000-05-05,2000,May,722230,50137.38453265873,13894,1990,2020,12,1.0,722230-13894-2000.gz,68711.21885465,24.566175024582098,25.54887063655033,25.232870370370378,25.610425101214584,3.4142152023691565,3.2723711340206143,2.899537037037044,2.623312883435553,73.71797884841357,74.60332541567698,69.44059405940585,77.47122692725308,93.69999999999999,85.29999999999998,41.39999999999999,154.30000000000004
30,,1.0,B,Debris Burning,Steuben,42.139938,-77.019666,NY,1994-04-23,,Apr,,,,1994-03-24,1994,Mar,725194,54826.65042902055,99999,1977,2020,9,0.1,File Not Found,62687.0354675234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
31,AXE RONDEAU,1.2,B,Debris Burning,,48.833,-99.7836,ND,2007-04-07,2007-04-07,Apr,2007-04-07 20:16:00,2007-04-07 20:30:00,0 days 00:00:00.000000000,2007-03-08,2007,Mar,727573,102830.0361345062,99999,2006,2020,15,0.1,727573-94928-2007.gz,74494.51622981003,-0.8916349809885938,0.3726591760299647,-4.273833671399594,0.0,5.80066666666674,6.012851782363988,6.658620689655144,0.0,77.57501205981657,75.96398104265397,71.17311608961306,0.0,21.200000000000003,21.200000000000003,9.2,0.0
32,,0.75,B,Miscellaneous,Murray,34.8928,-84.7615,GA,1994-01-24,1994-01-24,Jan,1994-01-24 14:30:00,1994-01-24 15:20:00,0 days 00:00:00.000000000,1993-12-25,1993,Dec,723200,70771.96052057938,99999,1990,2020,16,0.1,723200-93801-1993.gz,66828.51254754,2.225675675675677,0.0,0.0,0.0,2.1493243243243256,0.0,0.0,0.0,58.898648648648646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,CR 42600,2.0,B,Debris Burning,Lamar,33.669209,-95.490213,TX,2011-09-06,,Sep,,,,2011-08-07,2011,Aug,722587,5481.227824387614,93955,2006,2020,16,0.1,722587-93955-2011.gz,72522.70846380004,31.019278299555115,30.14500941619585,29.62350597609562,23.277913213066803,3.8160652496293244,4.079190207156261,4.968924302788835,3.6744878048781375,50.60751359367276,51.31638418079096,45.21912350597611,46.01573254670604,1.8,1.8,1.5,9.2
34,,2.0,B,Arson,Pike,31.01769001,-90.40238359,MS,1997-09-21,1997-09-21,Sep,1997-09-21 00:14:00,1997-09-21 01:15:00,0 days 00:00:00.000000000,1997-08-22,1997,Aug,722312,55086.082721199804,3908,1987,2016,12,0.1,File Not Found,69924.26636621518,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
35,FY2001-EARLY-021,30.18,C,Debris Burning,Early,31.259,-84.8956,GA,2000-10-19,2000-10-19,Oct,2000-10-19 20:55:00,2000-10-19 20:55:00,0 days 00:00:00.000000000,2000-09-19,2000,Sep,722268,53177.96665478541,13839,1935,2020,12,1.0,722268-99999-2000.gz,67041.73607820999,20.079479768786154,17.722713864306787,18.188679245283005,0.0,3.659839999999974,3.366442953020142,2.2114285714285717,0.0,67.55178268251271,61.733788395904426,60.32857142857143,0.0,0.0,0.0,0.0,0.0
36,LUCKY,1420.0,F,Lightning,,33.2418,-104.9122,NM,1994-07-02,1994-07-03,Jul,1994-07-02 10:48:00,1994-07-03 12:00:00,1 days 00:00:00.000000000,1994-06-02,1994,Jun,722680,38365.29988267897,23009,1973,2005,16,50.0,722680-23009-1994.gz,77689.84036272997,31.055859374999994,32.52343750000001,34.89333333333333,36.241176470588236,4.026367187499979,3.8449218750000154,3.695833333333336,4.217647058823531,28.783203125000036,25.789062500000004,18.20833333333333,17.058823529411764,2.5,0.0,0.0,0.0
37,,0.7,B,Arson,Orange,28.42583,-81.39111,FL,2009-03-01,,Mar,,,,2009-01-30,2009,Jan,722050,6539.697782277913,12815,1973,2010,12,0.1,722050-12815-2009.gz,65376.19693900098,15.44904862579283,16.729999999999993,16.464141414141416,19.107540983606565,3.48604651162786,3.6956521739130292,3.4131313131313217,3.7880482456139912,67.1238095238096,65.4891304347826,63.17676767676769,68.59670329670313,109.39999999999999,9.2,0.0,19.500000000000004
38,,10.0,C,Missing/Undefined,Washington,30.57305999,-85.82222,FL,2007-05-07,,May,,,,2007-04-07,2007,Apr,999999,25055.807140974586,73805,2001,2019,12,1.0,999999-63896-2007.gz,67550.91828884845,14.47231481481487,18.80020833333334,20.055704365079404,20.184513888888958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,,11.0,C,Missing/Undefined,Delaware,36.32809825,-94.90830244,OK,1993-02-08,1993-02-08,Feb,1993-02-08 14:00:00,1993-02-08 17:25:00,0 days 00:00:00.000000000,1993-01-09,1993,Jan,722199,45114.564931206856,53956,1981,2005,0,1.0,File Not Found,72115.25788842865,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
40,MARBLE HEAD,5.0,B,Lightning,Tooele,40.8347,-112.8064,UT,2006-08-14,2006-08-15,Aug,2006-08-14 21:30:00,2006-08-15 14:30:00,1 days 00:00:00.000000000,2006-07-15,2006,Jul,A00028,72772.05084080485,4116,2004,2019,15,0.1,File Not Found,81901.084681,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
41,HWY 438 W,10.0,C,Debris Burning,Hickman,35.756667,-87.65,TN,2007-03-16,2007-03-16,Mar,2007-03-16 18:03:00,,0 days 00:00:00.000000000,2007-02-14,2007,Feb,723271,83448.31636514541,99999,2005,2020,15,1.0,File Not Found,68296.29712560191,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42,,1.05,B,Debris Burning,Washington,32.87732378,-82.72099158,GA,2007-01-13,,Jan,,,,2006-12-14,2006,Dec,747805,102123.29027266087,63818,1955,2020,12,0.1,747805-63818-2006.gz,65856.87540676208,14.144080996884732,16.766990291262136,0.0,0.0,1.2647196261682219,0.9985436893203876,0.0,0.0,75.37984496124032,82.58407079646014,0.0,0.0,0.0,0.0,0.0,0.0
43,,1.0,B,Debris Burning,Suwannee,30.33,-82.97,FL,1998-03-02,,Mar,,,,1998-01-31,1998,Jan,A00009,64811.743241712,53862,1947,2000,12,0.1,File Not Found,66092.82643924997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
44,,20.0,C,Debris Burning,Hunt,32.56499998,-96.1751,TX,2005-09-21,,Sep,,,,2005-08-22,2005,Aug,722489,18934.02673005376,99999,1942,2020,12,1.0,722489-99999-2005.gz,72934.79589467321,28.130937098844672,27.08040201005026,27.213541666666668,23.61437908496735,2.7727856225930494,3.1238693467336676,3.3390625000000096,3.2249673202614044,58.74293059125962,61.8287153652393,67.11518324607331,61.752941176470586,38.599999999999994,32.0,29.0,26.5
45,HIGHWAY 30 FIRE,2.0,B,Debris Burning,Jackson,37.34421,-83.92352,KY,2011-03-17,2011-03-17,Mar,2011-03-17 15:03:00,2011-03-17 16:50:00,0 days 00:00:00.000000000,2011-02-15,2011,Feb,723293,31629.609341549443,3849,1981,2018,0,0.1,File Not Found,66314.7560647745,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
46,,3.0,B,Debris Burning,,35.6431,-92.5239,AR,2000-01-11,,Jan,,,,1999-12-12,1999,Dec,723429,67183.73453984356,53920,1973,2020,15,0.1,File Not Found,70865.92078536998,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
47,,4.41,B,Equipment Use,Tattnall,32.1666,-82.0543,GA,1992-05-05,1992-05-05,May,1992-05-05 15:00:00,1992-05-05 15:52:00,0 days 00:00:00.000000000,1992-04-05,1992,Apr,722691,17770.59627880227,366,1942,2020,12,0.1,File Not Found,65545.14173049999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
48,LAUREL BRANCH,55.0,C,Debris Burning,McDowell,37.46458863,-81.49122444,WV,2014-04-23,2014-04-23,Apr,2014-04-23 15:40:00,2014-04-23 20:30:00,0 days 00:00:00.000000000,2014-03-24,2014,Mar,724125,31447.275286717286,3859,2006,2020,0,1.0,724125-03859-2014.gz,65066.51631289147,8.904800000000007,12.49272300469483,11.735795454545457,0.0,4.184894259818679,3.8828978622327597,2.9401162790697755,0.0,56.238670694864055,49.527315914489314,40.64534883720934,0.0,54.499999999999986,11.7,4.3,0.0
49,2015-98,1.0,B,Miscellaneous,Panola,32.232007,-94.478323,TX,2015-08-10,,Aug,,,,2015-07-11,2015,Jul,722447,27787.16661298375,3901,2005,2020,12,0.1,722447-53903-2015.gz,72037.44801431136,29.709068923821018,30.100975609756123,30.27886597938144,28.258943577430927,2.7867809057527206,2.5596059113300615,3.1796875000000075,1.8257907542578975,66.83353733170132,63.59605911330054,64.60416666666667,69.09902200488999,0.0,0.0,0.0,9.1
50,,90.0,C,Missing/Undefined,Le Flore,34.90639854,-94.86450192,OK,1992-02-20,1992-02-20,Feb,1992-02-20 16:10:00,1992-02-20 18:25:00,0 days 00:00:00.000000000,1992-01-21,1992,Jan,723410,33574.346524316155,99999,1973,2005,16,1.0,File Not Found,72140.90895666018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
51,,2.0,B,Debris Burning,Itasca,47.21028723,-93.47281993,MN,2009-05-02,,May,,,,2009-04-02,2009,Apr,727458,2817.748961164047,94919,1973,2020,15,0.1,727458-94919-2009.gz,71105.65284838916,4.751851851851851,6.529629629629635,5.023809523809522,10.567717996289412,3.9190365910144163,4.26153846153842,3.7097222222222115,4.29531322505808,54.65678554886521,60.53846153846152,64.08333333333337,55.83758700696056,11.6,11.1,11.1,30.6
52,,1.0,B,Missing/Undefined,Delaware,36.28459942,-94.85479719,OK,1994-04-02,1994-04-02,Apr,1994-04-02 15:30:00,1994-04-02 16:25:00,0 days 00:00:00.000000000,1994-03-03,1994,Mar,722199,41682.030109660496,53956,1981,2005,0,0.1,File Not Found,72088.02180488342,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
53,,10.0,C,Debris Burning,Uvalde,29.60577,-99.7186,TX,2008-02-21,,Feb,,,,2008-01-22,2008,Jan,722202,43199.88879180034,99999,1945,2020,12,1.0,722202-12985-2008.gz,74984.95021403287,13.343304843304834,14.292425695110259,14.00616016427105,16.469942748091594,3.1766856600190443,3.3872483221476033,3.5868583162217447,3.9217080152672397,55.50054945054945,52.651234567901234,61.737668161434996,51.795656465942734,0.0,0.0,0.0,0.0
54,AGERT,3.2,B,Equipment Use,Washakie,43.85158,-108.19147,WY,2010-07-30,2010-07-30,Jul,2010-07-30 17:00:00,2010-07-30 19:50:00,0 days 00:00:00.000000000,2010-06-30,2010,Jun,726665,23253.00808852866,99999,2006,2020,9,0.1,726665-24062-2010.gz,79219.62352034729,22.72938005390835,23.767204301075267,24.404022988505766,0.0,3.148513513513482,2.7378378378378487,2.8215116279069825,0.0,37.25675675675683,37.38648648648646,37.62209302325583,0.0,3.0999999999999996,2.8,2.8,0.0
55,,1.0,B,Arson,Gregg,32.38856,-94.68856,TX,1999-10-16,,Oct,,,,1999-09-16,1999,Sep,722470,2240.6237642210244,3901,1973,2020,12,0.1,722470-03901-1999.gz,72143.5662577972,21.4421052631579,21.034482758620683,22.193939393939385,15.503136762860727,2.4823076923076774,2.155089820359291,1.8550632911392395,2.5054474708171037,63.90877796901891,66.15579710144925,70.60740740740744,66.5304487179487,65.6,51.9,38.4,33.89999999999999
56,LED BETTER BARN,15.3,C,Equipment Use,,36.5865,-96.32322,OK,2015-12-05,2015-12-06,Dec,2015-12-05 15:10:00,2015-12-06 13:00:00,1 days 00:00:00.000000000,2015-11-05,2015,Nov,723565,33339.18054909877,3959,2006,2020,0,1.0,723565-03959-2015.gz,72867.24895328839,8.523263157894734,5.933657587548624,2.9118421052631613,5.258333333333335,3.278095238095206,3.311328124999986,2.1281938325991248,3.5583333333333336,76.61521739130433,80.17729083665344,85.36936936936934,71.5,150.8,104.80000000000001,17.0,0.0
57,CALDERWOOD,270.0,D,Arson,Monroe,35.47333333,-84.45,TN,1999-10-31,1999-11-01,Oct,1999-10-31 09:00:00,1999-11-01 04:00:00,1 days 00:00:00.000000000,1999-10-01,1999,Oct,723260,56817.932180082775,13891,1973,2020,15,3.0,723260-13891-1999.gz,66647.38222047726,14.40471887550201,11.63909465020576,10.722222222222225,16.43103448275862,1.976602238046777,1.7507306889352867,0.7995098039215677,0.9827586206896552,73.77567886658808,70.18932038834959,68.28723404255317,67.05,145.80000000000007,14.4,0.0,0.0
58,,1.55,B,Miscellaneous,Columbia,42.40379312,-73.41862982,NY,2004-04-19,2004-04-19,Apr,2004-04-19 15:10:00,2004-04-19 15:10:00,0 days 00:00:00.000000000,2004-03-20,2004,Mar,744104,10288.825821732966,99999,1973,2020,9,0.1,744104-99999-2004.gz,60892.851147557754,4.042663891779398,5.108352144469524,8.138095238095238,0.0,3.3075962539021453,3.513318284424362,2.7595238095238144,0.0,67.85661764705885,62.41836734693877,62.59509202453988,0.0,87.5,33.3,31.200000000000003,0.0
59,DEVIL'S,57.0,C,Arson,,36.81666667,-82.65166667,VA,1995-04-06,1995-04-08,Apr,1995-04-06 17:00:00,1995-04-08 18:00:00,2 days 00:00:00.000000000,1995-03-07,1995,Mar,724117,21888.578784189078,63802,1994,2005,0,1.0,724117-99999-1995.gz,65679.20899140353,8.864242424242422,8.231321839080463,6.332934131736529,13.002083333333333,3.1351515151515024,3.3071839080459857,3.0892215568862302,1.9500000000000002,52.834890965732086,53.92330383480825,53.125748502994,37.85416666666666,0.0,0.0,0.0,0.0
